Date,GAME,GameID,Visitor Team,Home Team,VisTeamID,HomeTeamID,RATING,VIEWERS,Network,TeamIDsDate
9/22/2018,Texas A&M @ Alabama,Texas A&M-Alabama09-22-2018,Texas A&M,Alabama,TAMU,UA,3.4,5710000,CBS,TAMU@UA09-22-2018
11/10/2018,Mississippi State @ Alabama,Mississippi State-Alabama11-10-2018,Mississippi State,Alabama,MS,UA,3.3,5460000,CBS,MS@UA11-10-2018
11/24/2018,Auburn @ Alabama,Auburn-Alabama11-24-2018,Auburn,Alabama,AU,UA,5.1,9130000,CBS,AU@UA11-24-2018
10/21/2017,Tennessee @ Alabama,Tennessee-Alabama10-21-2017,Tennessee,Alabama,TENN,UA,2.8,4490000,CBS,TENN@UA10-21-2017
11/4/2017,LSU @ Alabama,LSU-Alabama11-04-2017,LSU,Alabama,LSU,UA,3.9,6800000,CBS,LSU@UA11-04-2017
10/22/2016,Texas &M @ Alabama,Texas A&M-Alabama10-22-2016,Texas A&M,Alabama,TAMU,UA,5,8500000,CBS,TAMU@UA10-22-2016
11/26/2016,Auburn @ Alabama,Auburn-Alabama11-26-2016,Auburn,Alabama,AU,UA,4.5,8200000,CBS,AU@UA11-26-2016
10/24/2015,Tennessee @ Alabama,Tennessee-Alabama10-24-2015,Tennessee,Alabama,TENN,UA,4.3,6997000,CBS,TENN@UA10-24-2015
11/7/2015,LSU @ Alabama,LSU-Alabama11-07-2015,LSU,Alabama,LSU,UA,6.5,11119000,CBS,LSU@UA11-07-2015
9/20/2014,Florida @ Alabama,Florida-Alabama09-20-2014,Florida,Alabama,UF,UA,5.1,7949000,CBS,UF@UA09-20-2014
10/18/2014,Texas A&M @ Alabama,Texas A&M-Alabama10-18-2014,Texas A&M,Alabama,TAMU,UA,2.8,4204000,CBS,TAMU@UA10-18-2014
11/15/2014,Miss State @ Alabama,Mississippi State-Alabama11-15-2014,Mississippi State,Alabama,MS,UA,6.4,10268000,CBS,MS@UA11-15-2014
10/26/2013,UT @ ALA,Tennessee-Alabama10-26-2013,Tennessee,Alabama,TENN,UA,2.6,4028000,CBS,TENN@UA10-26-2013
11/9/2013,LSU @ ALA,LSU-Alabama11-09-2013,LSU,Alabama,LSU,UA,6.9,11903000,CBS,LSU@UA11-09-2013
11/10/2012,TAMU @ ALA,Texas A&M-Alabama11-10-2012,Texas A&M,Alabama,TAMU,UA,6.1,9570000,CBS,TAMU@UA11-10-2012
11/24/2012,AUB @ ALA,Auburn-Alabama11-24-2012,Auburn,Alabama,AU,UA,2.4,3890000,CBS,AU@UA11-24-2012
9/24/2011,ARK @ ALA,Arkansas-Alabama09-24-2011,Arkansas,Alabama,AR,UA,2.9,4730000,CBS,AR@UA09-24-2011
11/5/2011,LSU @ ALA,LSU-Alabama11-05-2011,LSU,Alabama,LSU,UA,11.5,20010000,CBS,LSU@UA11-05-2011
10/2/2010,FLA @ ALA,Florida-Alabama10-02-2010,Florida,Alabama,UF,UA,5,8595000,CBS,UF@UA10-02-2010
11/26/2010,AU @ AL,Auburn-Alabama11-26-2010,Auburn,Alabama,AU,UA,7.3,12520000,CBS,AU@UA11-26-2010
9/26/2009,ARK @ ALA,Arkansas-Alabama09-26-2009,Arkansas,Alabama,AR,UA,2.4,N/A,CBS,AR@UA09-26-2009
10/24/2009,UT @ ALA,Tennessee-Alabama10-24-2009,Tennessee,Alabama,TENN,UA,3.6,N/A,CBS,TENN@UA10-24-2009
11/7/2009,LSU @ ALA,LSU-Alabama11-07-2009,LSU,Alabama,LSU,UA,4.3,N/A,CBS,LSU@UA11-07-2009
11/27/2009,AU @ ALA,Auburn-Alabama11-27-2009,Auburn,Alabama,AU,UA,4.9,N/A,CBS,AU@UA11-27-2009
10/4/2008,UK @ ALA,Kentucky-Alabama10-04-2008,Kentucky,Alabama,UK,UA,2.3,N/A,CBS,UK@UA10-04-2008
11/29/2008,AUB @ ALA,Auburn-Alabama11-29-2008,Auburn,Alabama,AU,UA,4,N/A,CBS,AU@UA11-29-2008
12/6/2008,FLA vs ALA,Florida-Alabama12-06-2008,Florida,Alabama,UF,UA,9.3,N/A,CBS,UF@UA12-06-2008
9/29/2007,FSU vs. ALA,Florida State-Alabama09-29-2007,Florida State,Alabama,FSU,UA,2.5,N/A,CBS,FSU@UA09-29-2007
11/3/2007,LSU @ ALA,LSU-Alabama11-03-2007,LSU,Alabama,LSU,UA,4,N/A,CBS,LSU@UA11-03-2007
11/18/2006,AU @ ALA,Auburn-Alabama11-18-2006,Auburn,Alabama,AU,UA,1.9,N/A,CBS,AU@UA11-18-2006
10/1/2005,UF @ ALA,Florida-Alabama10-01-2005,Florida,Alabama,UF,UA,3.1,N/A,CBS,UF@UA10-01-2005
10/22/2005,UT @ ALA,Tennessee-Alabama10-22-2005,Tennessee,Alabama,TENN,UA,3.6,N/A,CBS,TENN@UA10-22-2005
11/12/2005,LSU @ ALA,LSU-Alabama11-12-2005,LSU,Alabama,LSU,UA,4.4,N/A,CBS,LSU@UA11-12-2005
11/20/2004,Auburn @ Alabama,Auburn-Alabama11-20-2004,Auburn,Alabama,AU,UA,4.4,N/A,CBS,AU@UA11-20-2004
9/27/2003,Arkansas @ Alabama,Arkansas-Alabama09-27-2003,Arkansas,Alabama,AR,UA,4.1,N/A,CBS,AR@UA09-27-2003
10/25/2003,Tennessee @ Alabama,Tennessee-Alabama10-25-2003,Tennessee,Alabama,TENN,UA,3.7,N/A,CBS,TENN@UA10-25-2003
10/5/2002,Georgia @ Alabama,Georgia-Alabama10-05-2002,Georgia,Alabama,UGA,UA,2.6,N/A,CBS,UGA@UA10-05-2002
11/23/2002,Auburn @ Alabama,Auburn-Alabama11-23-2002,Auburn,Alabama,AU,UA,2.9,N/A,CBS,AU@UA11-23-2002
9/22/2001,Arkansas @ Alabama,Arkansas-Alabama09-22-2001,Arkansas,Alabama,AR,UA,2,N/A,CBS,AR@UA09-22-2001
10/20/2001,Tennessee @ Alabama,Tennessee-Alabama10-20-2001,Tennessee,Alabama,TENN,UA,2.2,N/A,CBS,TENN@UA10-20-2001
11/3/2001,LSU @ Alabama,LSU-Alabama11-03-2001,LSU,Alabama,LSU,UA,2,N/A,CBS,LSU@UA11-03-2001
10/13/2018,Missouri @ Alabama,Missouri-Alabama10-13-2018,Missouri,Alabama,MIZZU,UA,N/A,3757737,ESPN,MIZZU@UA10-13-2018
9/1/2017,Louisville @ Alabama [ABC],Louisville-Alabama09-01-2017,Louisville,Alabama,LOU,UA,N/A,4589488,ABC,LOU@UA09-01-2017
10/14/2017,Arkansas @ Alabama,Arkansas-Alabama10-14-2017,Arkansas,Alabama,AR,UA,N/A,3866420,ESPN,AR@UA10-14-2017
9/2/2017,Florida State @ Alabama (ABC),Florida State-Alabama09-02-2017,Florida State,Alabama,FSU,UA,N/A,12556761,ABC,FSU@UA09-02-2017
10/1/2016,Kentucky @ Alabama,Kentucky-Alabama10-01-2016,Kentucky,Alabama,UK,UA,1.9,3190025,ESPN,UK@UA10-01-2016
9/30/2017,Ole Miss @ Alabama,Mississippi (Ole Miss)-Alabama09-30-2017,Mississippi (Ole Miss),Alabama,OM,UA,N/A,3028044,ESPN,OM@UA09-30-2017
11/12/2016,Mississippi State @ Alabama,Mississippi State-Alabama11-12-2016,Mississippi State,Alabama,MS,UA,2,3257079,ESPN,MS@UA11-12-2016
9/3/2016,USC @ Alabama (ABC),South Carolina-Alabama09-03-2016,South Carolina,Alabama,SCAR,UA,4.6,7943689,ABC,SCAR@UA09-03-2016
10/10/2015,Arkansas @ Alabama,Arkansas-Alabama10-10-2015,Arkansas,Alabama,AR,UA,2.9,4834748,ESPN,AR@UA10-10-2015
9/5/2015,Wisconsin @ Alabama ( ABC),Wisconsin-Alabama09-05-2015,Wisconsin,Alabama,WIS,UA,4.3,7967233,ABC,WIS@UA09-05-2015
12/7/2014,Auburn @ Alabama,Auburn-Alabama12-07-2014,Auburn,Alabama,AU,UA,7.4,13529483,ESPN,AU@UA12-07-2014
10/19/2013,ARK @ ALA,Arkansas-Alabama10-19-2013,Arkansas,Alabama,AR,UA,1.5,2330685,ESPN,AR@UA10-19-2013
9/19/2015,Ole Miss @ Alabama,Mississippi (Ole Miss)-Alabama09-19-2015,Mississippi (Ole Miss),Alabama,OM,UA,4.6,7604858,ESPN,OM@UA09-19-2015
10/27/2012,MSU @ ALA,Mississippi State-Alabama10-27-2012,Mississippi State,Alabama,MS,UA,2.4,3661213,ESPN,MS@UA10-27-2012
9/1/2012,Michigan vs. ALA (ABC),Michigan-Alabama09-01-2012,Michigan,Alabama,MICH,UA,4.8,7917994,ABC,MICH@UA09-01-2012
10/17/2009,USC @ ALA,South Carolina-Alabama10-17-2009,South Carolina,Alabama,SCAR,UA,3.3,N/A,ESPN,SCAR@UA10-17-2009
9/28/2013,UM @ ALA,Mississippi (Ole Miss)-Alabama09-28-2013,Mississippi (Ole Miss),Alabama,OM,UA,2.3,4021712,ESPN,OM@UA09-28-2013
11/15/2008,MSU @ ALA,Mississippi State-Alabama11-15-2008,Mississippi State,Alabama,MS,UA,3.32,N/A,ESPN,MS@UA11-15-2008
9/15/2007,ARK @ ALA,Arkansas-Alabama09-15-2007,Arkansas,Alabama,AR,UA,2.73,N/A,ESPN,AR@UA09-15-2007
9/22/2007,UGA @ ALA,Georgia-Alabama09-22-2007,Georgia,Alabama,UGA,UA,3.32,N/A,ESPN,UGA@UA09-22-2007
11/24/2007,AUB @ ALA,Auburn-Alabama11-24-2007,Auburn,Alabama,AU,UA,2.16,N/A,ESPN,AU@UA11-24-2007
9/29/2012,UM @ ALA,Mississippi (Ole Miss)-Alabama09-29-2012,Mississippi (Ole Miss),Alabama,OM,UA,2.5,3496323,ESPN,OM@UA09-29-2012
9/6/2003,Oklahoma @ Alabama,Oklahoma-Alabama09-06-2003,Oklahoma,Alabama,OU,UA,3.16,N/A,ESPN,OU@UA09-06-2003
9/13/2003,Kentucky @ Alabama,Kentucky-Alabama09-13-2003,Kentucky,Alabama,UK,UA,1.84,N/A,ESPN,UK@UA09-13-2003
11/15/2003,LSU @ Alabama,LSU-Alabama11-15-2003,LSU,Alabama,LSU,UA,2.23,N/A,ESPN,LSU@UA11-15-2003
9/1/2001,UCLA @ Alabama,UCLA-Alabama09-01-2001,UCLA,Alabama,UCLA,UA,2.57,N/A,ESPN,UCLA@UA09-01-2001
9/8/2018,Arkansas State @ Alabama,Arkansas State-Alabama09-08-2018,Arkansas State,Alabama,ARSTU,UA,N/A,1662808,ESPN2,ARSTU@UA09-08-2018
10/16/2010,UM @ ALA,Mississippi (Ole Miss)-Alabama10-16-2010,Mississippi (Ole Miss),Alabama,OM,UA,2.1,3143497,ESPN2,OM@UA10-16-2010
9/9/2017,Fresno State @ Alabama,Fresno State-Alabama09-09-2017,Fresno State,Alabama,FRESNO,UA,N/A,2136259,ESPN2,FRESNO@UA09-09-2017
9/16/2017,Colorado State @ Alabama,Colorado State-Alabama09-16-2017,Colorado State,Alabama,COSTU,UA,N/A,1653298,ESPN2,COSTU@UA09-16-2017
9/10/2016,Western Kentucky @ Alabama,Western Kentucky-Alabama09-10-2016,Western Kentucky,Alabama,WKU,UA,1.4,2467432,ESPN2,WKU@UA09-10-2016
11/19/2016,Chattanooga @ Alabama,Chattanooga-Alabama11-19-2016,Chattanooga,Alabama,UTC,UA,1.5,1713877,ESPN2,UTC@UA11-19-2016
10/18/2008,UM @ ALA,Mississippi (Ole Miss)-Alabama10-18-2008,Mississippi (Ole Miss),Alabama,OM,UA,2,N/A,CBS,OM@UA10-18-2008
8/30/2014,West VA vs. Alabama,West Virginia-Alabama08-30-2014,West Virginia,Alabama,WVU,UA,4,6404692,ESPN2,WVU@UA08-30-2014
10/14/2006,UM @ AL,Mississippi (Ole Miss)-Alabama10-14-2006,Mississippi (Ole Miss),Alabama,OM,UA,2.3,N/A,CBS,OM@UA10-14-2006
9/21/2013,Colorado St @ ALA,Colorado State-Alabama09-21-2013,Colorado State,Alabama,COSTU,UA,1.6,2778750,ESPN2,COSTU@UA09-21-2013
9/11/2004,Ole Miss @ Alabama,Mississippi (Ole Miss)-Alabama09-11-2004,Mississippi (Ole Miss),Alabama,OM,UA,1.01,0.81,ESPN2,OM@UA09-11-2004
10/22/2011,UT @ ALA,Tennessee-Alabama10-22-2011,Tennessee,Alabama,TENN,UA,2.6,3998509,ESPN2,TENN@UA10-22-2011
11/13/2010,MSU @ ALA,Mississippi State-Alabama11-13-2010,Mississippi State,Alabama,MS,UA,1.42,2343251,ESPN2,MS@UA11-13-2010
10/19/2002,Ole Miss @ Alabama,Mississippi (Ole Miss)-Alabama10-19-2002,Mississippi (Ole Miss),Alabama,OM,UA,2.2,N/A,CBS,OM@UA10-19-2002
10/2/2004,S. Carolina @ Alabama,South Carolina-Alabama10-02-2004,South Carolina,Alabama,SCAR,UA,1.35,1.45,ESPN2,SCAR@UA10-02-2004
11/6/2004,Miss. State @ Alabama,Mississippi State-Alabama11-06-2004,Mississippi State,Alabama,MS,UA,1.06,0.84,ESPN2,MS@UA11-06-2004
8/30/2003,S. Florida @ Alabama,South Florida-Alabama08-30-2003,South Florida,Alabama,USF,UA,1.45,N/A,ESPN,USF@UA08-30-2003
9/13/2014,SMU @ Alabama,Southern  Methodist-Alabama09-13-2014,Southern  Methodist,Alabama,SMU,UA,1,1783662,ESPN2,SMU@UA09-13-2014
9/10/2005,USM @ ALA.,Southern Mississippi-Alabama09-10-2005,Southern Mississippi,Alabama,USM,UA,0.76,0.85,ESPN2,USM@UA09-10-2005
9/21/2002,So. Miss. @ Alabama,Southern Mississippi-Alabama09-21-2002,Southern Mississippi,Alabama,USM,UA,1.02,1.09,ESPN2,USM@UA09-21-2002
11/29/2001,So. Miss @ Alabama,Southern Mississippi-Alabama11-29-2001,Southern Mississippi,Alabama,USM,UA,1.04,0.82,ESPN2,USM@UA11-29-2001
10/8/2011,VU @ ALA,Vanderbilt-Alabama10-08-2011,Vanderbilt,Alabama,VANDY,UA,1,1108526,ESPNU,VANDY@UA10-08-2011
9/20/2008,UGA @ AZ State (ABC),Georgia-Arizona State09-20-2008,Georgia,Arizona State,UGA,AZSTU,2.67,N/A,ABC,UGA@AZSTU09-20-2008
9/9/2017,TCU @ Arkansas,TCU-Arkansas09-09-2017,TCU,Arkansas,TCU,AR,1.5,2350000,CBS,TCU@AR09-09-2017
11/18/2017,Mississippi State @ Arkansas,Mississippi State-Arkansas11-18-2017,Mississippi State,Arkansas,MS,AR,1.1,1690000,CBS,MS@AR11-18-2017
11/24/2017,Missouri @ Arkansas,Missouri-Arkansas11-24-2017,Missouri,Arkansas,MIZZU,AR,1.6,2510000,CBS,MIZZU@AR11-24-2017
11/5/2016,Florida @ Arkansas,Florida-Arkansas11-05-2016,Florida,Arkansas,UF,AR,2.6,4300000,CBS,UF@AR11-05-2016
11/27/2015,Missouri @ Arkansas,Missouri-Arkansas11-27-2015,Missouri,Arkansas,MIZZU,AR,1.6,2390000,CBS,MIZZU@AR11-27-2015
9/15/2012,ALA @ ARK,Alabama-Arkansas09-15-2012,Alabama,Arkansas,UA,AR,3.2,4960000,CBS,UA@AR09-15-2012
11/23/2012,LSU @ ARK,LSU-Arkansas11-23-2012,LSU,Arkansas,LSU,AR,2.8,4220000,CBS,LSU@AR11-23-2012
11/19/2011,MSU @ ARK,Mississippi State-Arkansas11-19-2011,Mississippi State,Arkansas,MS,AR,1.9,3060000,CBS,MS@AR11-19-2011
9/25/2010,ALA @ ARK,Alabama-Arkansas09-25-2010,Alabama,Arkansas,UA,AR,5.2,8138000,CBS,UA@AR09-25-2010
11/27/2010,LSU @ ARK,LSU-Arkansas11-27-2010,LSU,Arkansas,LSU,AR,4.3,7300000,CBS,LSU@AR11-27-2010
11/28/2008,LSU @ ARK,LSU-Arkansas11-28-2008,LSU,Arkansas,LSU,AR,2.6,N/A,CBS,LSU@AR11-28-2008
9/23/2006,AL @ AR,Alabama-Arkansas09-23-2006,Alabama,Arkansas,UA,AR,2.2,N/A,CBS,UA@AR09-23-2006
11/24/2006,LSU @ ARK,LSU-Arkansas11-24-2006,LSU,Arkansas,LSU,AR,3.3,N/A,CBS,LSU@AR11-24-2006
12/2/2006,UF vs. ARK,Florida-Arkansas12-02-2006,Florida,Arkansas,UF,AR,4.5,N/A,CBS,UF@AR12-02-2006
9/25/2004,Alabama @ Arkansas,Alabama-Arkansas09-25-2004,Alabama,Arkansas,UA,AR,2.5,N/A,CBS,UA@AR09-25-2004
11/26/2004,LSU @ Arkansas,LSU-Arkansas11-26-2004,LSU,Arkansas,LSU,AR,2.3,N/A,CBS,LSU@AR11-26-2004
10/18/2003,Florida @ Arkansas,Florida-Arkansas10-18-2003,Florida,Arkansas,UF,AR,2.7,N/A,CBS,UF@AR10-18-2003
9/8/2012,LA Monroe @ ARK,Louisiana-Monroe-Arkansas09-08-2012,Louisiana-Monroe,Arkansas,ULM,AR,0.6,666710,ESPNU,ULM@AR09-08-2012
11/29/2002,LSU @ Arkansas,LSU-Arkansas11-29-2002,LSU,Arkansas,LSU,AR,2.3,N/A,CBS,LSU@AR11-29-2002
12/7/2002,Georgia vs. Arkansas,LSU-Arkansas12-07-2002,LSU,Arkansas,LSU,AR,3.2,N/A,CBS,LSU@AR12-07-2002
9/29/2018,Texas A&M vs. Arkansas,Texas A&M-Arkansas09-29-2018,Texas A&M,Arkansas,TAMU,AR,N/A,1595628,ESPN,TAMU@AR09-29-2018
10/6/2018,Alabama @ Arkansas,Alabama-Arkansas10-06-2018,Alabama,Arkansas,UA,AR,N/A,2495328,ESPN,UA@AR10-06-2018
9/23/2017,Texas A&M vs. Arkansas (Arlington),Texas A&M-Arkansas09-23-2017,Texas A&M,Arkansas,TAMU,AR,N/A,2708179,ESPN,TAMU@AR09-23-2017
10/8/2016,Alabama @ Arkansas,Alabama-Arkansas10-08-2016,Alabama,Arkansas,UA,AR,2.6,4444184,ESPN,UA@AR10-08-2016
11/12/2016,LSU @ Arkansas,LSU-Arkansas11-12-2016,LSU,Arkansas,LSU,AR,1.4,1636175,ESPN,LSU@AR11-12-2016
9/26/2015,Texas A&M @ Arkansas,Texas A&M-Arkansas09-26-2015,Texas A&M,Arkansas,TAMU,AR,1.9,3112392,ESPN,TAMU@AR09-26-2015
10/15/2016,Ole Miss @ Arkansas,Mississippi (Ole Miss)-Arkansas10-15-2016,Mississippi (Ole Miss),Arkansas,OM,AR,1.5,2539709,ESPN,OM@AR10-15-2016
11/21/2015,Mississippi St @ Arkansas,Mississippi State-Arkansas11-21-2015,Mississippi State,Arkansas,MS,AR,1.3,2081958,ESPN,MS@AR11-21-2015
10/11/2014,Alabama @ Arkansas,Alabama-Arkansas10-11-2014,Alabama,Arkansas,UA,AR,2.2,3649881,ESPN,UA@AR10-11-2014
11/22/2014,Ole Miss @ Arkansas,Mississippi (Ole Miss)-Arkansas11-22-2014,Mississippi (Ole Miss),Arkansas,OM,AR,2.1,3339000,CBS,OM@AR11-22-2014
10/1/2011,TAMU @ ARK,Texas A&M-Arkansas10-01-2011,Texas A&M,Arkansas,TAMU,AR,2.6,3311042,ESPN,TAMU@AR10-01-2011
10/8/2011,AUB @ ARK,Auburn-Arkansas10-08-2011,Auburn,Arkansas,AU,AR,2.3,3181400,ESPN,AU@AR10-08-2011
11/5/2011,USC @ ARK,South Carolina-Arkansas11-05-2011,South Carolina,Arkansas,SCAR,AR,1.7,2331612,ESPN,SCAR@AR11-05-2011
9/19/2009,UGA @ ARK,Georgia-Arkansas09-19-2009,Georgia,Arkansas,UGA,AR,2.88,N/A,ESPN,UGA@AR09-19-2009
10/10/2009,AUB @ ARK,Auburn-Arkansas10-10-2009,Auburn,Arkansas,AU,AR,2.36,N/A,ESPN,AU@AR10-10-2009
10/13/2007,AUB @ ARK,Auburn-Arkansas10-13-2007,Auburn,Arkansas,AU,AR,1.96,N/A,ESPN,AU@AR10-13-2007
9/11/2004,Texas @ Arkansas,Texas-Arkansas09-11-2004,Texas,Arkansas,UTX,AR,3.06,N/A,ESPN,UTX@AR09-11-2004
11/6/2003,S. Carolina @ Arkansas,South Carolina-Arkansas11-06-2003,South Carolina,Arkansas,SCAR,AR,2.52,N/A,ESPN,SCAR@AR11-06-2003
9/28/2002,Alabama @ Arkansas,Alabama-Arkansas09-28-2002,Alabama,Arkansas,UA,AR,2.34,N/A,ESPN,UA@AR09-28-2002
8/30/2001,UNLV @ Arkansas,UNLV-Arkansas08-30-2001,UNLV,Arkansas,UNLV,AR,1.82,N/A,ESPN,UNLV@AR08-30-2001
9/19/2015,Texas Tech @ Arkansas,Texas Tech-Arkansas09-19-2015,Texas Tech,Arkansas,TTU,AR,1,1914404,ESPN2,TTU@AR09-19-2015
11/15/2014,LSU @ Arkansas,LSU-Arkansas11-15-2014,LSU,Arkansas,LSU,AR,1.1,1844887,ESPN2,LSU@AR11-15-2014
9/28/2013,TAMU @ ARK,Texas A&M-Arkansas09-28-2013,Texas A&M,Arkansas,TAMU,AR,1.7,2761399,ESPN2,TAMU@AR09-28-2013
11/2/2013,AUB @ ARK,Auburn-Arkansas11-02-2013,Auburn,Arkansas,AU,AR,1,1692285,ESPN2,AU@AR11-02-2013
11/12/2011,UT @ ARK,Tennessee-Arkansas11-12-2011,Tennessee,Arkansas,TENN,AR,1.3,1987591,ESPN2,TENN@AR11-12-2011
10/3/2009,Tex A&M vs. ARK,Texas A&M-Arkansas10-03-2009,Texas A&M,Arkansas,TAMU,AR,0.97,1.06,ESPN2,TAMU@AR10-03-2009
9/22/2007,UK @ ARK,Kentucky-Arkansas09-22-2007,Kentucky,Arkansas,UK,AR,1.61,1.25,ESPN2,UK@AR09-22-2007
11/3/2007,USC @ ARK,South Carolina-Arkansas11-03-2007,South Carolina,Arkansas,SCAR,AR,0.96,0.76,ESPN2,SCAR@AR11-03-2007
11/11/2006,UT @ ARK,Tennessee-Arkansas11-11-2006,Tennessee,Arkansas,TENN,AR,2.06,1.15,ESPN2,TENN@AR11-11-2006
10/23/2004,Georgia @ Arkansas,Georgia-Arkansas10-23-2004,Georgia,Arkansas,UGA,AR,1.44,1.07,ESPN2,UGA@AR10-23-2004
9/8/2001,Tennessee @ Arkansas,Tennessee-Arkansas09-08-2001,Tennessee,Arkansas,TENN,AR,1.41,0.95,ESPN2,TENN@AR09-08-2001
9/20/2014,N. Illinois @ Arkansas,Northern Illinois-Arkansas09-20-2014,Northern Illinois,Arkansas,NIU,AR,0.3,509945,ESPNU,NIU@AR09-20-2014
9/2/2006,So. Cal @ ARK,Southern California-Arkansas09-02-2006,Southern California,Arkansas,USC,AR,2.02,N/A,ESPN,USC@AR09-02-2006
9/22/2012,Rutgers @ ARK,Rutgers-Arkansas09-22-2012,Rutgers,Arkansas,RUTG,AR,0.5,541937,ESPNU,RUTG@AR09-22-2012
9/5/2015,UTEP @ Arkansas,Texas El Paso-Arkansas09-05-2015,Texas El Paso,Arkansas,UTXEP,AR,0.3,417451,ESPNU,UTXEP@AR09-05-2015
9/15/2011,N. Mexico @ ARK,New Mexico-Arkansas09-15-2011,New Mexico,Arkansas,NM,AR,0.4,579936,ESPNU,NM@AR09-15-2011
9/15/2018,LSU @ Auburn,LSU-Auburn09-15-2018,LSU,Auburn,LSU,AU,3.5,5990000,CBS,LSU@AU09-15-2018
11/11/2017,Georgia @ Auburn,Georgia-Auburn11-11-2017,Georgia,Auburn,UGA,AU,4.4,7470000,CBS,UGA@AU11-11-2017
11/25/2017,Alabama @ Auburn,Alabama-Auburn11-25-2017,Alabama,Auburn,UA,AU,7.6,13720000,CBS,UA@AU11-25-2017
12/2/2017,Georgia vs. Auburn,Georgia-Auburn12-02-2017,Georgia,Auburn,UGA,AU,8,13470000,CBS,UGA@AU12-02-2017
9/5/2015,L'ville @ Auburn,Louisville-Auburn09-05-2015,Louisville,Auburn,LOU,AU,2.4,4027000,CBS,LOU@AU09-05-2015
11/14/2015,Georgia @ Auburn,Georgia-Auburn11-14-2015,Georgia,Auburn,UGA,AU,1.9,2955000,CBS,UGA@AU11-14-2015
11/27/2015,Alabama @ Auburn,Alabama-Auburn11-27-2015,Alabama,Auburn,UA,AU,5.3,9299000,CBS,UA@AU11-27-2015
11/8/2014,Texas A&M @ Auburn,Texas A&M-Auburn11-08-2014,Texas A&M,Auburn,TAMU,AU,4.4,7206000,CBS,TAMU@AU11-08-2014
11/16/2013,UGA @ AUB,Georgia-Auburn11-16-2013,Georgia,Auburn,UGA,AU,3.4,5319000,CBS,UGA@AU11-16-2013
11/30/2013,ALA @ AUB,Alabama-Auburn11-30-2013,Alabama,Auburn,UA,AU,8.2,13779000,CBS,UA@AU11-30-2013
12/7/2013,MZ vs. AUB,Missouri-Auburn12-07-2013,Missouri,Auburn,MIZZU,AU,8.6,17000000,CBS,MIZZU@AU12-07-2013
11/25/2011,ALA @ AUB,Alabama-Auburn11-25-2011,Alabama,Auburn,UA,AU,4.5,7510000,CBS,UA@AU11-25-2011
10/16/2010,ARK @ AUB,Arkansas-Auburn10-16-2010,Arkansas,Auburn,AR,AU,2.9,4520000,CBS,AR@AU10-16-2010
10/23/2010,LSU @ AUB,LSU-Auburn10-23-2010,LSU,Auburn,LSU,AU,4.5,7340000,CBS,LSU@AU10-23-2010
11/13/2010,UGA @ AUB,Georgia-Auburn11-13-2010,Georgia,Auburn,UGA,AU,5,8260000,CBS,UGA@AU11-13-2010
12/4/2010,USC vs. AUB,Georgia-Auburn12-04-2010,Georgia,Auburn,UGA,AU,6,10090000,CBS,UGA@AU12-04-2010
9/27/2008,UT @ AUB,Tennessee-Auburn09-27-2008,Tennessee,Auburn,TENN,AU,2.4,N/A,CBS,TENN@AU09-27-2008
9/16/2006,LSU @ AU,LSU-Auburn09-16-2006,LSU,Auburn,LSU,AU,2.9,N/A,CBS,LSU@AU09-16-2006
10/7/2006,ARK @ AU,Arkansas-Auburn10-07-2006,Arkansas,Auburn,AR,AU,2.8,N/A,CBS,AR@AU10-07-2006
11/18/2017,Louisiana-Monroe @ Auburn,Louisiana-Monroe-Auburn11-18-2017,Louisiana-Monroe,Auburn,ULM,AU,N/A,526059,ESPN2,ULM@AU11-18-2017
11/19/2005,ALA @ AU,Alabama-Auburn11-19-2005,Alabama,Auburn,UA,AU,3.3,N/A,CBS,UA@AU11-19-2005
9/18/2004,LSU @ Auburn,LSU-Auburn09-18-2004,LSU,Auburn,LSU,AU,3,N/A,CBS,LSU@AU09-18-2004
10/16/2004,Arkansas @ Auburn,Arkansas-Auburn10-16-2004,Arkansas,Auburn,AR,AU,2.1,N/A,CBS,AR@AU10-16-2004
11/13/2004,Georgia @ Auburn,Georgia-Auburn11-13-2004,Georgia,Auburn,UGA,AU,3,N/A,CBS,UGA@AU11-13-2004
12/4/2004,Tennessee vs. Auburn,Tennessee-Auburn12-04-2004,Tennessee,Auburn,TENN,AU,4.4,N/A,CBS,TENN@AU12-04-2004
11/16/2002,Georgia @Auburn,Georgia-Auburn11-16-2002,Georgia,Auburn,UGA,AU,3.3,N/A,CBS,UGA@AU11-16-2002
11/17/2001,Alabama @ Auburn,Alabama-Auburn11-17-2001,Alabama,Auburn,UA,AU,2.3,N/A,CBS,UA@AU11-17-2001
11/3/2018,Texas A&M @ Auburn,Texas A&M-Auburn11-03-2018,Texas A&M,Auburn,TAMU,AU,N/A,2621904,ESPN,TAMU@AU11-03-2018
9/1/2017,Washington @ Auburn [ABC],Washington-Auburn09-01-2017,Washington,Auburn,WASH,AU,N/A,5363719,ABC,WASH@AU09-01-2017
9/30/2017,Mississippi State @ Auburn,Mississippi State-Auburn09-30-2017,Mississippi State,Auburn,MS,AU,N/A,2383192,ESPN,MS@AU09-30-2017
9/3/2016,Clemson @ Auburn,Clemson-Auburn09-03-2016,Clemson,Auburn,CU,AU,2.6,4741523,ESPN,CU@AU09-03-2016
