Date,GAME,GameID,Visitor Team,Home Team,VisTeamID,HomeTeamID,RATING,VIEWERS,Network,TeamIDsDate
9/6/2009,UM @ Mem,Mississippi (Ole Miss)-Memphis09-06-2009,Mississippi (Ole Miss),Memphis,OM,MEM,1.7,N/A,ESPN,OM@MEM09-06-2009
9/5/2005,UM @ Memphis,Mississippi (Ole Miss)-Memphis09-05-2005,Mississippi (Ole Miss),Memphis,OM,MEM,1.43,N/A,ESPN,OM@MEM09-05-2005
9/6/2003,Ole Miss @ Memphis,Mississippi (Ole Miss)-Memphis09-06-2003,Mississippi (Ole Miss),Memphis,OM,MEM,0.66,1.04,ESPN2,OM@MEM09-06-2003
9/7/2013,UF @ Miami,Florida-Miami (FL)09-07-2013,Florida,Miami (FL),UF,MIAMI,3.1,4596297,ESPN,UF@MIAMI09-07-2013
9/2/2006,VU @ Michigan,Vanderbilt-Michigan09-02-2006,Vanderbilt,Michigan,VANDY,MICH,3,N/A,ESPN,VANDY@MICH09-02-2006
9/17/2016,Alabama @ Ole Miss,Alabama-Mississippi (Ole Miss)09-17-2016,Alabama,Mississippi (Ole Miss),UA,OM,5,8200000,CBS,UA@OM09-17-2016
11/7/2015,Arkansas @ Ole Miss,Arkansas-Mississippi (Ole Miss)11-07-2015,Arkansas,Mississippi (Ole Miss),AR,OM,2,2979000,CBS,AR@OM11-07-2015
11/21/2015,LSU @ Ole Miss,LSU-Mississippi (Ole Miss)11-21-2015,LSU,Mississippi (Ole Miss),LSU,OM,2.1,3189000,CBS,LSU@OM11-21-2015
10/4/2014,Alabama @ Ole Miss,Alabama-Mississippi (Ole Miss)10-04-2014,Alabama,Mississippi (Ole Miss),UA,OM,3.7,5923000,CBS,UA@OM10-04-2014
9/3/2011,BYU @ UM,BYU-Mississippi (Ole Miss)09-03-2011,BYU,Mississippi (Ole Miss),BYU,OM,1.7,2278134,ESPN,BYU@OM09-03-2011
11/29/2014,Miss St. @ Ole Miss,Mississippi State-Mississippi (Ole Miss)11-29-2014,Mississippi State,Mississippi (Ole Miss),MS,OM,3.1,N/A,CBS,MS@OM11-29-2014
10/10/2009,ALA @ UM,Alabama-Mississippi (Ole Miss)10-10-2009,Alabama,Mississippi (Ole Miss),UA,OM,3.1,N/A,CBS,UA@OM10-10-2009
11/14/2009,UT @ UM,Tennessee-Mississippi (Ole Miss)11-14-2009,Tennessee,Mississippi (Ole Miss),TENN,OM,2.2,N/A,CBS,TENN@OM11-14-2009
11/21/2009,LSU @ UM,LSU-Mississippi (Ole Miss)11-21-2009,LSU,Mississippi (Ole Miss),LSU,OM,2.9,N/A,CBS,LSU@OM11-21-2009
11/17/2007,LSU @ UM,LSU-Mississippi (Ole Miss)11-17-2007,LSU,Mississippi (Ole Miss),LSU,OM,2.6,N/A,CBS,LSU@OM11-17-2007
10/15/2005,ALA @ UM,Alabama-Mississippi (Ole Miss)10-15-2005,Alabama,Mississippi (Ole Miss),UA,OM,2,N/A,CBS,UA@OM10-15-2005
11/22/2003,LSU @ Ole Miss,LSU-Mississippi (Ole Miss)11-22-2003,LSU,Mississippi (Ole Miss),LSU,OM,3.2,N/A,CBS,LSU@OM11-22-2003
10/5/2002,Florida @ Ole Miss,Florida-Mississippi (Ole Miss)10-05-2002,Florida,Mississippi (Ole Miss),UF,OM,2.6,N/A,CBS,UF@OM10-05-2002
9/15/2018,Alabama @ Ole Miss,Alabama-Mississippi (Ole Miss)09-15-2018,Alabama,Mississippi (Ole Miss),UA,OM,N/A,4109351,ESPN,UA@OM09-15-2018
10/20/2018,Auburn @ Ole Miss,Auburn-Mississippi (Ole Miss)10-20-2018,Auburn,Mississippi (Ole Miss),AU,OM,N/A,2211264,ESPN,AU@OM10-20-2018
11/22/2018,Mississippi State @ Ole Miss,Mississippi State-Mississippi (Ole Miss)11-22-2018,Mississippi State,Mississippi (Ole Miss),MS,OM,N/A,1120352,ESPN,MS@OM11-22-2018
10/21/2017,LSU @ Ole Miss,LSU-Mississippi (Ole Miss)10-21-2017,LSU,Mississippi (Ole Miss),LSU,OM,N/A,1891030,ESPN,LSU@OM10-21-2017
9/24/2016,Georgia @ Ole Miss,Georgia-Mississippi (Ole Miss)09-24-2016,Georgia,Mississippi (Ole Miss),UGA,OM,1.7,2696159,ESPN,UGA@OM09-24-2016
10/24/2015,Texas A&M @ Ole Miss,Texas A&M-Mississippi (Ole Miss)10-24-2015,Texas A&M,Mississippi (Ole Miss),TAMU,OM,1.8,2774764,ESPN,TAMU@OM10-24-2015
8/28/2014,Boise St. vs Ole Miss,Boise State-Mississippi (Ole Miss)08-28-2014,Boise State,Mississippi (Ole Miss),BSU,OM,1.5,2418471,ESPN,BSU@OM08-28-2014
10/18/2014,Tenn @ Ole Miss,Tennessee-Mississippi (Ole Miss)10-18-2014,Tennessee,Mississippi (Ole Miss),TENN,OM,1.6,2698773,ESPN,TENN@OM10-18-2014
11/1/2014,Auburn @ Ole Miss,Auburn-Mississippi (Ole Miss)11-01-2014,Auburn,Mississippi (Ole Miss),AU,OM,3.4,5797407,ESPN,AU@OM11-01-2014
10/12/2013,TAMU @ UM,Texas A&M-Mississippi (Ole Miss)10-12-2013,Texas A&M,Mississippi (Ole Miss),TAMU,OM,3.2,3669791,ESPN,TAMU@OM10-12-2013
11/23/2013,MZ @ UM,Missouri-Mississippi (Ole Miss)11-23-2013,Missouri,Mississippi (Ole Miss),MIZZU,OM,1.5,2421202,ESPN,MIZZU@OM11-23-2013
9/15/2012,Texas @ UM,Texas-Mississippi (Ole Miss)09-15-2012,Texas,Mississippi (Ole Miss),UTX,OM,1.8,2411528,ESPN,UTX@OM09-15-2012
11/19/2011,LSU @ UM,LSU-Mississippi (Ole Miss)11-19-2011,LSU,Mississippi (Ole Miss),LSU,OM,1.9,2755797,ESPN,LSU@OM11-19-2011
9/3/2006,Mem @ UM,Memphis-Mississippi (Ole Miss)09-03-2006,Memphis,Mississippi (Ole Miss),MEM,OM,1.6,N/A,ESPN,MEM@OM09-03-2006
10/30/2004,Auburn @ Ole Miss,Auburn-Mississippi (Ole Miss)10-30-2004,Auburn,Mississippi (Ole Miss),AU,OM,1.86,N/A,ESPN,AU@OM10-30-2004
11/28/2002,Miss. State @ Ole Miss,Mississippi State-Mississippi (Ole Miss)11-28-2002,Mississippi State,Mississippi (Ole Miss),MS,OM,1.76,N/A,ESPN,MS@OM11-28-2002
11/18/2017,Texas A&M @ Ole Miss,Texas A&M-Mississippi (Ole Miss)11-18-2017,Texas A&M,Mississippi (Ole Miss),TAMU,OM,N/A,1516056,ESPN2,TAMU@OM11-18-2017
10/1/2016,Memphis @ Ole Miss,Memphis-Mississippi (Ole Miss)10-01-2016,Memphis,Mississippi (Ole Miss),MEM,OM,0.3,566079,ESPN2,MEM@OM10-01-2016
9/12/2015,Fresno St @ Ole Miss,Fresno State-Mississippi (Ole Miss)09-12-2015,Fresno State,Mississippi (Ole Miss),FRESNO,OM,0.4,629579,ESPN2,FRESNO@OM09-12-2015
10/19/2013,LSU @ UM,LSU-Mississippi (Ole Miss)10-19-2013,LSU,Mississippi (Ole Miss),LSU,OM,0.8,2598077,ESPN2,LSU@OM10-19-2013
10/15/2011,ALA @ UM,Alabama-Mississippi (Ole Miss)10-15-2011,Alabama,Mississippi (Ole Miss),UA,OM,1.4,2028634,ESPN2,UA@OM10-15-2011
10/30/2010,AUB @ UM,Auburn-Mississippi (Ole Miss)10-30-2010,Auburn,Mississippi (Ole Miss),AU,OM,1.8,2510450,ESPN2,AU@OM10-30-2010
9/30/2006,UGA @ UM,Georgia-Mississippi (Ole Miss)09-30-2006,Georgia,Mississippi (Ole Miss),UGA,OM,1.62,1.22,ESPN2,UGA@OM09-30-2006
11/19/2005,LSU @ UM,LSU-Mississippi (Ole Miss)11-19-2005,LSU,Mississippi (Ole Miss),LSU,OM,1.35,0.8,ESPN2,LSU@OM11-19-2005
10/16/2004,Tennessee @ Ole Miss,Tennessee-Mississippi (Ole Miss)10-16-2004,Tennessee,Mississippi (Ole Miss),TENN,OM,1.56,1.44,ESPN2,TENN@OM10-16-2004
10/25/2003,Arkansas @ Ole Miss,Arkansas-Mississippi (Ole Miss)10-25-2003,Arkansas,Mississippi (Ole Miss),AR,OM,0.97,0.83,ESPN2,AR@OM10-25-2003
11/3/2001,Arkansas @ Ole Miss,Arkansas-Mississippi (Ole Miss)11-03-2001,Arkansas,Mississippi (Ole Miss),AR,OM,1.31,0.77,ESPN2,AR@OM11-03-2001
9/2/2017,South Alabama @ Ole Miss,South Alabama-Mississippi (Ole Miss)09-02-2017,South Alabama,Mississippi (Ole Miss),USAL,OM,N/A,168033,ESPNU,USAL@OM09-02-2017
11/5/2016,Ga. Southern @ Ole Miss,Georgia Southern-Mississippi (Ole Miss)11-05-2016,Georgia Southern,Mississippi (Ole Miss),GAS,OM,0.1,209456,ESPNU,GAS@OM11-05-2016
9/26/2015,Vanderbilt @ Ole Miss,Vanderbilt-Mississippi (Ole Miss)09-26-2015,Vanderbilt,Mississippi (Ole Miss),VANDY,OM,0.3,498988,ESPNU,VANDY@OM09-26-2015
11/16/2013,Troy @ UM,Troy-Mississippi (Ole Miss)11-16-2013,Troy,Mississippi (Ole Miss),TROY,OM,0.2,271169,ESPNU,TROY@OM11-16-2013
10/6/2012,TAMU @ UM,Texas A&M-Mississippi (Ole Miss)10-06-2012,Texas A&M,Mississippi (Ole Miss),TAMU,OM,0.5,491841,ESPNU,TAMU@OM10-06-2012
11/10/2012,VU @ UM,Vanderbilt-Mississippi (Ole Miss)11-10-2012,Vanderbilt,Mississippi (Ole Miss),VANDY,OM,0.2,218636,ESPNU,VANDY@OM11-10-2012
11/24/2012,MSU @ UM,Mississippi State-Mississippi (Ole Miss)11-24-2012,Mississippi State,Mississippi (Ole Miss),MS,OM,0.4,502011,ESPNU,MS@OM11-24-2012
11/14/2015,Alabama @ Mississippi St,Alabama-Mississippi State11-14-2015,Alabama,Mississippi State,UA,MS,3.4,5403000,CBS,UA@MS11-14-2015
10/11/2014,Auburn @ Miss State,Auburn-Mississippi State10-11-2014,Auburn,Mississippi State,AU,MS,3.8,5996000,CBS,AU@MS10-11-2014
12/1/2001,BYU @ Miss. State,BYU-Mississippi State12-01-2001,BYU,Mississippi State,BYU,MS,0.84,N/A,ESPN2,BYU@MS12-01-2001
9/15/2018,Louisiana @ Mississippi State (Moved from SECN to E2),#REF!,Louisiana-Lafayette,Mississippi State,ULLAF,MS,N/A,260602,ESPN2,ULLAF@MS09-15-2018
11/5/2005,ALA @ MSU,Alabama-Mississippi State11-05-2005,Alabama,Mississippi State,UA,MS,1.9,N/A,CBS,UA@MS11-05-2005
9/29/2018,Florida @ Mississippi State,Florida-Mississippi State09-29-2018,Florida,Mississippi State,UF,MS,N/A,1903389,ESPN,UF@MS09-29-2018
10/27/2018,Texas A&M vs. Mississippi State,Texas A&M-Mississippi State10-27-2018,Texas A&M,Mississippi State,TAMU,MS,N/A,2178292,ESPN,TAMU@MS10-27-2018
11/17/2018,Arkansas @ Mississippi State,Arkansas-Mississippi State11-17-2018,Arkansas,Mississippi State,AR,MS,N/A,1036212,ESPN,AR@MS11-17-2018
9/16/2017,LSU @ Mississippi State,LSU-Mississippi State09-16-2017,LSU,Mississippi State,LSU,MS,N/A,2580958,ESPN,LSU@MS09-16-2017
10/20/2012,MTSU @ MSU,Middle Tennessee State-Mississippi State10-20-2012,Middle Tennessee State,Mississippi State,MTSU,MS,0.4,470644,ESPN2,MTSU@MS10-20-2012
11/11/2017,Alabama @ Mississippi State,Alabama-Mississippi State11-11-2017,Alabama,Mississippi State,UA,MS,N/A,7031111,ESPN,UA@MS11-11-2017
10/8/2016,Auburn @ Miss State,Auburn-Mississippi State10-08-2016,Auburn,Mississippi State,AU,MS,1.2,1918231,ESPN,AU@MS10-08-2016
11/23/2017,Ole Miss @ Mississippi State,Mississippi (Ole Miss)-Mississippi State11-23-2017,Mississippi (Ole Miss),Mississippi State,OM,MS,N/A,2467643,ESPN,OM@MS11-23-2017
9/12/2015,LSU @ Miss State,LSU-Mississippi State09-12-2015,LSU,Mississippi State,LSU,MS,1.9,3121067,ESPN,LSU@MS09-12-2015
10/4/2014,Texas A&M @ MSU,Texas A&M-Mississippi State10-04-2014,Texas A&M,Mississippi State,TAMU,MS,2.6,4101207,ESPN,TAMU@MS10-04-2014
11/27/2015,Ole Miss @ Miss St,Mississippi (Ole Miss)-Mississippi State11-27-2015,Mississippi (Ole Miss),Mississippi State,OM,MS,0.5,929685,ESPN2,OM@MS11-27-2015
10/5/2013,LSU @ MSU,LSU-Mississippi State10-05-2013,LSU,Mississippi State,LSU,MS,1.3,2240337,ESPN,LSU@MS10-05-2013
10/24/2013,UK @ MSU,Kentucky-Mississippi State10-24-2013,Kentucky,Mississippi State,UK,MS,0.9,1034183,ESPN,UK@MS10-24-2013
11/16/2013,ALA @ MSU,Alabama-Mississippi State11-16-2013,Alabama,Mississippi State,UA,MS,2.7,4493333,ESPN,UA@MS11-16-2013
9/8/2012,AUB @ MSU,Auburn-Mississippi State09-08-2012,Auburn,Mississippi State,AU,MS,2,2449541,ESPN,AU@MS09-08-2012
11/3/2012,TAMU @ MSU,Texas A&M-Mississippi State11-03-2012,Texas A&M,Mississippi State,TAMU,MS,1.5,1926284,ESPN,TAMU@MS11-03-2012
9/17/2011,LSU @ MSU,LSU-Mississippi State09-17-2011,LSU,Mississippi State,LSU,MS,4.7,6250345,ESPN,LSU@MS09-17-2011
11/12/2011,ALA @ MSU,Alabama-Mississippi State11-12-2011,Alabama,Mississippi State,UA,MS,2,2856828,ESPN,UA@MS11-12-2011
9/9/2010,AUB @ MSU,Auburn-Mississippi State09-09-2010,Auburn,Mississippi State,AU,MS,2.01,2806865,ESPN,AU@MS09-09-2010
11/20/2010,ARK @ MSU,Arkansas-Mississippi State11-20-2010,Arkansas,Mississippi State,AR,MS,2.29,3208723,ESPN,AR@MS11-20-2010
10/24/2009,FLA @ MSU,Florida-Mississippi State10-24-2009,Florida,Mississippi State,UF,MS,3.97,N/A,ESPN,UF@MS10-24-2009
11/14/2009,ALA @ MSU,Alabama-Mississippi State11-14-2009,Alabama,Mississippi State,UA,MS,2.5,N/A,ESPN,UA@MS11-14-2009
11/28/2013,UM @ MSU,Mississippi (Ole Miss)-Mississippi State11-28-2013,Mississippi (Ole Miss),Mississippi State,OM,MS,0.9,1641321,ESPN,OM@MS11-28-2013
8/30/2007,LSU @ MSU,LSU-Mississippi State08-30-2007,LSU,Mississippi State,LSU,MS,2.36,N/A,ESPN,LSU@MS08-30-2007
8/31/2006,USC @ MSU,South Carolina-Mississippi State08-31-2006,South Carolina,Mississippi State,SCAR,MS,2.22,N/A,ESPN,SCAR@MS08-31-2006
9/24/2005,UGA @ MSU,Georgia-Mississippi State09-24-2005,Georgia,Mississippi State,UGA,MS,1.74,N/A,ESPN,UGA@MS09-24-2005
11/26/2011,UM  @ MSU,Mississippi (Ole Miss)-Mississippi State11-26-2011,Mississippi (Ole Miss),Mississippi State,OM,MS,0.3,409911,ESPNU,OM@MS11-26-2011
9/19/2002,Auburn @ Miss. State,Auburn-Mississippi State09-19-2002,Auburn,Mississippi State,AU,MS,2.27,N/A,ESPN,AU@MS09-19-2002
9/20/2001,S. Carolina @ Miss. State,South Carolina-Mississippi State09-20-2001,South Carolina,Mississippi State,SCAR,MS,2.05,N/A,ESPN,SCAR@MS09-20-2001
10/6/2018,Auburn @ Mississippi State,Auburn-Mississippi State10-06-2018,Auburn,Mississippi State,AU,MS,N/A,1528083,ESPN2,AU@MS10-06-2018
9/10/2016,South Carolina @ Miss State,South Carolina-Mississippi State09-10-2016,South Carolina,Mississippi State,SCAR,MS,0.8,1426235,ESPN2,SCAR@MS09-10-2016
11/1/2014,Arkansas @ MSU,Arkansas-Mississippi State11-01-2014,Arkansas,Mississippi State,AR,MS,1.4,2294850,ESPN2,AR@MS11-01-2014
10/13/2012,UT @ MSU,Tennessee-Mississippi State10-13-2012,Tennessee,Mississippi State,TENN,MS,0.8,1059321,ESPN2,TENN@MS10-13-2012
11/27/2003,Ole Miss @ Miss. State,Mississippi (Ole Miss)-Mississippi State11-27-2003,Mississippi (Ole Miss),Mississippi State,OM,MS,2.03,N/A,ESPN,OM@MS11-27-2003
9/13/2008,AUB @ MSU,Auburn-Mississippi State09-13-2008,Auburn,Mississippi State,AU,MS,1.12,1.38,ESPN2,AU@MS09-13-2008
11/22/2001,Ole Miss @ Miss. State,Mississippi (Ole Miss)-Mississippi State11-22-2001,Mississippi (Ole Miss),Mississippi State,OM,MS,1.95,N/A,ESPN,OM@MS11-22-2001
9/4/2004,Tulane @ Miss. State,Tulane-Mississippi State09-04-2004,Tulane,Mississippi State,TLN,MS,0.63,1.06,ESPN2,TLN@MS09-04-2004
8/30/2003,Oregon @ Miss. State,Oregon-Mississippi State08-30-2003,Oregon,Mississippi State,OREGON,MS,0.72,N/A,ESPN2,OREGON@MS08-30-2003
9/27/2003,LSU @ Miss. State,LSU-Mississippi State09-27-2003,LSU,Mississippi State,LSU,MS,1.01,1.17,ESPN2,LSU@MS09-27-2003
9/3/2001,Memphis @ Miss. State,Memphis-Mississippi State09-03-2001,Memphis,Mississippi State,MEM,MS,1.67,N/A,ESPN2,MEM@MS09-03-2001
10/20/2001,LSU @ Miss. State,LSU-Mississippi State10-20-2001,LSU,Mississippi State,LSU,MS,0.72,0.84,ESPN2,LSU@MS10-20-2001
9/1/2018,SFA @ Mississippi State,SFA-Mississippi State09-01-2018,SFA,Mississippi State,SFA,MS,N/A,182712,ESPNU,SFA@MS09-01-2018
11/19/2016,Arkansas @ Mississippi St,Arkansas-Mississippi State11-19-2016,Arkansas,Mississippi State,AR,MS,0.4,463816,ESPNU,AR@MS11-19-2016
9/24/2011,La Tech @ MSU,Louisiana Tech-Mississippi State09-24-2011,Louisiana Tech,Mississippi State,LATECH,MS,0.3,285331,ESPNU,LATECH@MS09-24-2011
11/23/2018,Arkansas @ Missouri,Arkansas-Missouri11-23-2018,Arkansas,Missouri,AR,MIZZU,1.2,1860000,CBS,AR@MIZZU11-23-2018
11/25/2016,Arkansas @ Missouri,Arkansas-Missouri11-25-2016,Arkansas,Missouri,AR,MIZZU,1.5,2500000,CBS,AR@MIZZU11-25-2016
10/11/2014,Georgia @ Missouri,Georgia-Missouri10-11-2014,Georgia,Missouri,UGA,MIZZU,2,2991000,CBS,UGA@MIZZU10-11-2014
12/7/2014,Alabama vs Missouri ,Alabama-Missouri12-07-2014,Alabama,Missouri,UA,MIZZU,7.8,N/A,CBS,UA@MIZZU12-07-2014
10/13/2012,ALA @ MIZ,Alabama-Missouri10-13-2012,Alabama,Missouri,UA,MIZZU,2.3,3590000,CBS,UA@MIZZU10-13-2012
9/22/2018,Georgia @ Missouri,Georgia-Missouri09-22-2018,Georgia,Missouri,UGA,MIZZU,N/A,3328322,ESPN,UGA@MIZZU09-22-2018
9/19/2015,Connecticut @ Missouri,Connecticut-Missouri09-19-2015,Connecticut,Missouri,UCONN,MIZZU,1.3,1902662,ESPN,UCONN@MIZZU09-19-2015
11/5/2015,Mississippi St @ Missouri,Mississippi State-Missouri11-05-2015,Mississippi State,Missouri,MS,MIZZU,0.8,1088973,ESPN,MS@MIZZU11-05-2015
11/2/2013,UT @ MZ,Tennessee-Missouri11-02-2013,Tennessee,Missouri,TENN,MIZZU,1.4,2279414,ESPN,TENN@MIZZU11-02-2013
12/7/2013,TAMU @ MZ,Texas A&M-Missouri12-07-2013,Texas A&M,Missouri,TAMU,MIZZU,3.4,5714867,ESPN,TAMU@MIZZU12-07-2013
9/9/2017,South Carolina @ Missouri,South Carolina-Missouri09-09-2017,South Carolina,Missouri,SCAR,MIZZU,N/A,834460,ESPN2,SCAR@MIZZU09-09-2017
11/4/2017,Florida @ Missouri,Florida-Missouri11-04-2017,Florida,Missouri,UF,MIZZU,N/A,793275,ESPN2,UF@MIZZU11-04-2017
11/21/2015,Tennessee @ Missouri,Tennessee-Missouri11-21-2015,Tennessee,Missouri,TENN,MIZZU,0.8,1347884,ESPN2,TENN@MIZZU11-21-2015
10/26/2013,USC @ MZ,South Carolina-Missouri10-26-2013,South Carolina,Missouri,SCAR,MIZZU,1.8,2100684,ESPN2,SCAR@MIZZU10-26-2013
9/8/2012,UGA @ MIZ,Georgia-Missouri09-08-2012,Georgia,Missouri,UGA,MIZZU,2.8,4118849,ESPN2,UGA@MIZZU09-08-2012
9/15/2012,Arizona St @ MIZ,Arizona State-Missouri09-15-2012,Arizona State,Missouri,AZSTU,MIZZU,0.8,1192151,ESPN2,AZSTU@MIZZU09-15-2012
8/30/2014,SD State @ Missouri,San Diego State-Missouri08-30-2014,San Diego State,Missouri,SDSU,MIZZU,0.2,372524,ESPNU,SDSU@MIZZU08-30-2014
9/8/2018,Wyoming @ Missouri,Wyoming-Missouri09-08-2018,Wyoming,Missouri,WY,MIZZU,N/A,242567,ESPNU,WY@MIZZU09-08-2018
9/23/2017,Auburn @Missouri,Auburn-Missouri09-23-2017,Auburn,Missouri,AU,MIZZU,N/A,526548,ESPNU,AU@MIZZU09-23-2017
9/7/2013,Toledo @ MIZ,Toledo-Missouri09-07-2013,Toledo,Missouri,TOLEDO,MIZZU,0.2,325649,ESPNU,TOLEDO@MIZZU09-07-2013
10/27/2012,UK @ MIZ,Kentucky-Missouri10-27-2012,Kentucky,Missouri,UK,MIZZU,0.5,445397,ESPNU,UK@MIZZU10-27-2012
11/17/2012,Syracuse @ MIZ,Syracuse-Missouri11-17-2012,Syracuse,Missouri,SU,MIZZU,0.4,447941,ESPNU,SU@MIZZU11-17-2012
9/3/2009,USC @ NC State,South Carolina-NC State09-03-2009,South Carolina,NC State,SCAR,NCST,2.4,N/A,ESPN,SCAR@NCST09-03-2009
9/3/2016,Georgia @ N. Carolina (ESPN),Georgia-North Carolina09-03-2016,Georgia,North Carolina,UGA,UNC,1.9,3528585,ESPN,UGA@UNC09-03-2016
9/5/2009,LSU vs UNC (ABC),LSU-North Carolina09-05-2009,LSU,North Carolina,LSU,UNC,2.68,3104551,ABC,LSU@UNC09-05-2009
9/5/2009,UGA @ OK State,Georgia-Oklahoma State09-05-2009,Georgia,Oklahoma State,UGA,OKSTU,3.5,N/A,ESPN,UGA@OKSTU09-05-2009
8/31/2013,MSU @ OK State,Mississippi State-Oklahoma State08-31-2013,Mississippi State,Oklahoma State,MS,OKSTU,2.4,3665292,ESPN2,MS@OKSTU08-31-2013
9/14/2013,UT @ Oregon (ABC),Tennessee-Oregon09-14-2013,Tennessee,Oregon,TENN,OREGON,2,3163676,ABC,TENN@OREGON09-14-2013
9/3/2011,ALA @ Penn State (ABC),Alabama-Penn State09-03-2011,Alabama,Penn State,UA,PSU,3.9,6084245,ABC,UA@PSU09-03-2011
9/21/2013,ARK @ Rutgers,Arkansas-Rutgers09-21-2013,Arkansas,Rutgers,AR,RUTG,1.1,1615524,ESPN,AR@RUTG09-21-2013
9/8/2018,Georgia @ South Carolina,Georgia-South Carolina09-08-2018,Georgia,South Carolina,UGA,SCAR,2.3,3780000,CBS,UGA@SCAR09-08-2018
11/11/2017,Florida @ South Carolina,Florida-South Carolina11-11-2017,Florida,South Carolina,UF,SCAR,1.5,2400000,CBS,UF@SCAR11-11-2017
9/13/2014,Georgia @ S. Carolia,Georgia-South Carolina09-13-2014,Georgia,South Carolina,UGA,SCAR,4.1,6770000,CBS,UGA@SCAR09-13-2014
9/22/2012,MIZ @ USC,Missouri-South Carolina09-22-2012,Missouri,South Carolina,MIZZU,SCAR,2.5,3850000,CBS,MIZZU@SCAR09-22-2012
11/10/2012,ARK @ USC,Arkansas-South Carolina11-10-2012,Arkansas,South Carolina,AR,SCAR,1.8,2750000,CBS,AR@SCAR11-10-2012
9/1/2005,Central Fla. @ USC,Central Florida-South Carolina09-01-2005,Central Florida,South Carolina,UCF,SCAR,1.61,N/A,ESPN,UCF@SCAR09-01-2005
10/1/2011,AUB @ USC,Auburn-South Carolina10-01-2011,Auburn,South Carolina,AU,SCAR,3.2,4810000,CBS,AU@SCAR10-01-2011
11/12/2011,FLA @ USC,Florida-South Carolina11-12-2011,Florida,South Carolina,UF,SCAR,1.7,2620000,CBS,UF@SCAR11-12-2011
10/9/2010,ALA @ USC,Alabama-South Carolina10-09-2010,Alabama,South Carolina,UA,SCAR,4.8,7600000,CBS,UA@SCAR10-09-2010
11/14/2009,FLA @ USC,Florida-South Carolina11-14-2009,Florida,South Carolina,UF,SCAR,4,N/A,CBS,UF@SCAR11-14-2009
9/13/2008,UGA @ USC,Georgia-South Carolina09-13-2008,Georgia,South Carolina,UGA,SCAR,2.9,N/A,CBS,UGA@SCAR09-13-2008
9/17/2005,ALA @ USC,Alabama-South Carolina09-17-2005,Alabama,South Carolina,UA,SCAR,1.8,N/A,CBS,UA@SCAR09-17-2005
9/14/2002,Georgia @ S. Carolina,Georgia-South Carolina09-14-2002,Georgia,South Carolina,UGA,SCAR,2.2,N/A,CBS,UGA@SCAR09-14-2002
11/2/2002,Tennessee @ S. Carolina,Tennessee-South Carolina11-02-2002,Tennessee,South Carolina,TENN,SCAR,1.9,N/A,CBS,TENN@SCAR11-02-2002
11/25/2017,Clemson @ South Carolina,Clemson-South Carolina11-25-2017,Clemson,South Carolina,CU,SCAR,N/A,4032389,ESPN,CU@SCAR11-25-2017
9/3/2015,N. Carolina @ S. Carolina,North Carolina-South Carolina09-03-2015,North Carolina,South Carolina,UNC,SCAR,2.2,3601461,ESPN,UNC@SCAR09-03-2015
10/10/2015,LSU @ South Carolina,LSU-South Carolina10-10-2015,LSU,South Carolina,LSU,SCAR,1.7,2599556,ESPN,LSU@SCAR10-10-2015
11/14/2015,Florida @ South Carolina,Florida-South Carolina11-14-2015,Florida,South Carolina,UF,SCAR,1.2,1736708,ESPN,UF@SCAR11-14-2015
11/27/2015,Clemson @ S. Carolina,Clemson-South Carolina11-27-2015,Clemson,South Carolina,CU,SCAR,1.8,2085119,ESPN,CU@SCAR11-27-2015
9/27/2014,Missouri @ S. Carolina,Missouri-South Carolina09-27-2014,Missouri,South Carolina,MIZZU,SCAR,1.9,3383591,ESPN,MIZZU@SCAR09-27-2014
8/29/2013,UNC vs. USC,North Carolina-South Carolina08-29-2013,North Carolina,South Carolina,UNC,SCAR,2.4,3652676,ESPN,UNC@SCAR08-29-2013
9/14/2013,VU @ USC,Vanderbilt-South Carolina09-14-2013,Vanderbilt,South Carolina,VANDY,SCAR,1.2,1884063,ESPN,VANDY@SCAR09-14-2013
10/6/2012,UGA @ USC,Georgia-South Carolina10-06-2012,Georgia,South Carolina,UGA,SCAR,2.7,4014576,ESPN,UGA@SCAR10-06-2012
10/27/2012,UT @ USC,Tennessee-South Carolina10-27-2012,Tennessee,South Carolina,TENN,SCAR,3,3891648,ESPN,TENN@SCAR10-27-2012
11/26/2011,Clemson @ USC,Clemson-South Carolina11-26-2011,Clemson,South Carolina,CU,SCAR,2.2,3091076,ESPN,CU@SCAR11-26-2011
11/6/2010,ARK @ USC,Arkansas-South Carolina11-06-2010,Arkansas,South Carolina,AR,SCAR,2.68,3964653,ESPN,AR@SCAR11-06-2010
11/28/2009,Clemson @ USC,Clemson-South Carolina11-28-2009,Clemson,South Carolina,CU,SCAR,2.52,N/A,ESPN,CU@SCAR11-28-2009
10/18/2008,LSU  @ USC,LSU-South Carolina10-18-2008,LSU,South Carolina,LSU,SCAR,2.59,N/A,ESPN,LSU@SCAR10-18-2008
10/4/2007,UK @ USC,Kentucky-South Carolina10-04-2007,Kentucky,South Carolina,UK,SCAR,2.66,N/A,ESPN,UK@SCAR10-04-2007
11/10/2007,FLA @ USC,Florida-South Carolina11-10-2007,Florida,South Carolina,UF,SCAR,2.65,N/A,ESPN,UF@SCAR11-10-2007
